Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results
Skincare,SKU-000494,24.93,1,54,1346.22,609,14.79,540,7.91,UPS,85.78,Supplier D,Boston,3854,104.69,3.83,Road,Route B,462.93,Pass
Accessories,SKU-000495,85.42,0,70,5979.4,966,12.82,450,13.76,UPS,25.22,Supplier D,Atlanta,4524,73.19,5.26,Sea,Route E,85.15,Fail
Skincare,SKU-000496,35.22,0,92,3240.24,940,5.68,317,13.99,DHL,68.53,Supplier F,Atlanta,2402,71.53,6.78,Air,Route C,242.34,Fail
Cosmetics,SKU-000497,117.83,1,132,15553.56,297,20.04,454,3.32,USPS,56.57,Supplier B,Seattle,4321,147.63,2.86,Air,Route C,289.58,Pass
Skincare,SKU-000498,141.0,1,367,51747.0,839,29.16,217,1.03,USPS,84.12,Supplier B,San Francisco,4962,61.9,2.52,Rail,Route B,454.41,Fail
Skincare,SKU-000499,162.11,1,25,4052.75,917,17.3,147,14.78,USPS,16.88,Supplier D,Atlanta,3755,57.53,3.81,Rail,Route C,498.96,Pass
Skincare,SKU-000500,48.03,0,75,3602.25,659,21.73,551,13.69,DHL,17.33,Supplier D,New York,3495,51.2,5.01,Air,Route D,389.02,Pass
Fragrances,SKU-000501,41.82,0,433,18108.06,463,2.99,430,1.78,DHL,57.9,Supplier A,Dallas,316,134.74,9.51,Rail,Route D,486.86,Pass
Skincare,SKU-000502,29.87,0,154,4599.98,74,13.11,84,12.66,UPS,94.91,Supplier H,New York,3416,77.02,7.62,Road,Route D,404.2,Pass
Accessories,SKU-000503,130.92,1,384,50273.28,333,4.37,260,7.41,FedEx,44.42,Supplier B,Chicago,1459,92.0,4.29,Road,Route C,483.44,Pass
Cosmetics,SKU-000504,144.23,0,171,24663.33,498,18.77,388,4.63,Amazon Logistics,36.06,Supplier H,Dallas,3874,31.22,0.54,Sea,Route D,368.27,Pass
Cosmetics,SKU-000505,16.0,0,243,3888.0,930,28.22,555,13.3,Amazon Logistics,62.64,Supplier H,Miami,4377,83.44,1.69,Rail,Route E,85.89,Pass
Skincare,SKU-000506,187.88,1,389,73085.32,350,20.19,403,3.75,FedEx,93.39,Supplier A,Dallas,4529,44.82,4.56,Sea,Route A,230.86,Pass
Fragrances,SKU-000507,19.87,1,153,3040.11,117,3.23,450,14.26,UPS,84.51,Supplier H,Dallas,4706,110.94,8.14,Rail,Route B,340.97,Pass
Fragrances,SKU-000508,112.85,1,367,41415.95,56,11.29,102,3.88,FedEx,99.57,Supplier G,Seattle,4578,125.72,3.81,Rail,Route E,207.82,Pass
Accessories,SKU-000509,144.72,1,197,28509.84,866,16.97,593,9.59,FedEx,7.14,Supplier A,New York,1996,108.65,5.38,Road,Route D,173.02,Pass
Skincare,SKU-000510,175.48,1,331,58083.88,186,12.69,305,4.12,Amazon Logistics,15.72,Supplier H,San Francisco,4527,110.89,8.92,Air,Route A,309.83,Fail
Cosmetics,SKU-000511,145.68,0,459,66867.12,213,25.18,553,8.64,UPS,62.9,Supplier H,Boston,999,79.31,9.14,Rail,Route B,470.08,Pass
Fragrances,SKU-000512,162.33,1,483,78405.39,132,24.63,478,10.58,DHL,82.95,Supplier E,Seattle,741,108.26,2.16,Rail,Route E,65.74,Pass
Skincare,SKU-000513,74.5,0,22,1639.0,946,18.74,231,3.66,Amazon Logistics,32.1,Supplier H,Dallas,4829,66.29,0.44,Rail,Route B,396.15,Pass
Fragrances,SKU-000514,164.82,0,193,31810.26,699,11.83,145,8.29,DHL,27.73,Supplier F,Boston,3727,99.47,3.05,Air,Route C,375.23,Fail
Fragrances,SKU-000515,25.22,1,120,3026.4,469,8.4,432,7.57,UPS,79.76,Supplier G,Houston,295,42.56,6.96,Sea,Route D,483.78,Pass
Cosmetics,SKU-000516,180.02,1,424,76328.48,122,4.07,518,1.99,FedEx,10.36,Supplier C,Boston,1993,15.11,9.51,Sea,Route E,468.82,Pass
Haircare,SKU-000517,114.04,1,299,34097.96,286,11.29,444,12.46,USPS,40.09,Supplier B,Los Angeles,3375,64.95,0.77,Rail,Route E,393.0,Pass
Accessories,SKU-000518,165.29,0,304,50248.16,95,12.98,573,5.7,USPS,53.05,Supplier D,Seattle,4150,71.96,0.28,Rail,Route A,284.18,Pass
Accessories,SKU-000519,95.94,1,460,44132.4,667,20.6,562,9.04,UPS,58.23,Supplier H,Seattle,4653,42.18,8.84,Sea,Route A,141.92,Pass
Cosmetics,SKU-000520,132.28,1,401,53044.28,977,20.09,177,8.21,USPS,74.22,Supplier G,Los Angeles,2404,110.52,7.48,Sea,Route A,295.36,Pass
Fragrances,SKU-000521,110.02,1,224,24644.48,849,3.03,131,8.19,DHL,38.71,Supplier D,Houston,3700,15.66,9.92,Road,Route B,394.41,Pass
Skincare,SKU-000522,149.0,1,471,70179.0,311,12.46,421,2.5,USPS,63.21,Supplier C,Atlanta,3443,37.3,3.97,Rail,Route D,453.05,Fail
Fragrances,SKU-000523,25.51,1,129,3290.79,225,6.27,141,6.93,UPS,60.61,Supplier G,Atlanta,2156,113.54,4.16,Sea,Route B,405.37,Pass
Cosmetics,SKU-000524,21.47,0,391,8394.77,215,5.55,292,7.33,UPS,57.02,Supplier B,Atlanta,2908,68.38,1.72,Road,Route D,137.87,Pass
Accessories,SKU-000525,56.95,0,64,3644.8,706,24.99,313,11.27,DHL,65.85,Supplier G,Atlanta,1324,107.27,1.16,Air,Route E,319.86,Pass
Fragrances,SKU-000526,40.31,0,36,1451.16,891,2.22,417,12.76,USPS,29.65,Supplier D,New York,986,87.29,5.79,Rail,Route B,199.48,Fail
Accessories,SKU-000527,175.64,1,127,22306.28,419,13.16,490,8.63,USPS,13.04,Supplier D,Los Angeles,492,142.85,3.64,Sea,Route B,54.14,Pass
Skincare,SKU-000528,51.65,1,230,11879.5,844,5.88,226,2.21,FedEx,16.33,Supplier E,Houston,1775,91.68,0.8,Rail,Route B,140.1,Pass
Accessories,SKU-000529,195.41,1,240,46898.4,103,26.5,129,4.32,Amazon Logistics,26.34,Supplier H,Dallas,3290,7.16,8.87,Road,Route C,100.95,Fail
Accessories,SKU-000530,74.01,0,62,4588.62,739,17.15,459,3.31,UPS,52.52,Supplier A,Chicago,2546,56.17,1.98,Sea,Route D,429.22,Pass
Haircare,SKU-000531,44.6,1,304,13558.4,468,7.71,297,2.74,FedEx,84.84,Supplier G,Seattle,4005,25.74,7.49,Air,Route D,166.33,Fail
Haircare,SKU-000532,160.04,1,330,52813.2,805,15.57,587,6.12,UPS,71.62,Supplier D,Boston,3438,139.07,2.82,Air,Route B,178.11,Pass
Haircare,SKU-000533,135.15,1,410,55411.5,556,22.21,588,4.21,FedEx,79.96,Supplier F,Atlanta,3691,20.08,8.13,Road,Route C,481.97,Pass
Accessories,SKU-000534,104.66,0,242,25327.72,390,28.79,501,4.06,Amazon Logistics,38.34,Supplier B,Boston,3866,61.22,1.18,Air,Route B,220.59,Fail
Cosmetics,SKU-000535,115.52,1,167,19291.84,176,7.39,133,1.77,FedEx,43.44,Supplier F,Chicago,2627,37.78,7.56,Air,Route D,54.31,Pass
Accessories,SKU-000536,146.65,0,446,65405.9,458,26.7,496,1.25,UPS,42.4,Supplier C,Seattle,2281,127.77,0.98,Air,Route E,177.73,Pass
Cosmetics,SKU-000537,53.41,1,278,14847.98,973,28.09,340,2.44,USPS,23.23,Supplier G,Miami,3864,49.74,4.47,Air,Route C,103.68,Pass
Cosmetics,SKU-000538,199.3,0,30,5979.0,416,27.58,198,3.41,UPS,10.82,Supplier E,San Francisco,454,148.82,7.34,Air,Route C,96.26,Pass
Haircare,SKU-000539,195.21,0,412,80426.52,320,19.43,238,7.03,DHL,61.14,Supplier B,Houston,2731,10.6,1.73,Air,Route B,84.87,Fail
Fragrances,SKU-000540,133.56,0,62,8280.72,693,19.26,547,8.15,DHL,98.98,Supplier E,New York,1621,23.6,2.86,Air,Route E,316.97,Fail
Skincare,SKU-000541,47.91,1,284,13606.44,654,12.69,511,2.97,DHL,20.85,Supplier A,Boston,2772,37.57,8.65,Sea,Route D,135.21,Pass
Haircare,SKU-000542,139.24,1,322,44835.28,428,22.82,80,6.95,DHL,9.44,Supplier D,Atlanta,3278,122.61,8.85,Air,Route A,212.56,Pass
Haircare,SKU-000543,23.72,0,290,6878.8,122,16.41,73,5.78,Amazon Logistics,79.06,Supplier H,Los Angeles,2437,132.38,0.45,Sea,Route D,437.91,Fail
Fragrances,SKU-000544,15.82,0,223,3527.86,972,20.65,557,3.57,USPS,29.0,Supplier B,Boston,728,15.36,1.68,Rail,Route D,240.95,Pass
Skincare,SKU-000545,58.96,1,40,2358.4,971,13.43,84,1.1,USPS,83.82,Supplier C,Seattle,2779,9.71,1.17,Road,Route E,462.06,Pass
Accessories,SKU-000546,97.9,1,346,33873.4,964,22.21,190,7.54,UPS,71.87,Supplier H,Miami,4522,112.96,1.8,Air,Route C,274.07,Fail
Accessories,SKU-000547,174.97,0,192,33594.24,297,24.91,292,10.6,FedEx,94.84,Supplier G,Houston,1538,24.34,9.7,Road,Route D,229.48,Pass
Haircare,SKU-000548,148.16,1,32,4741.12,909,5.25,554,4.17,UPS,43.85,Supplier A,Los Angeles,1521,24.28,5.52,Air,Route C,387.68,Fail
Skincare,SKU-000549,151.11,1,41,6195.51,834,25.15,410,2.85,UPS,67.89,Supplier A,San Francisco,1226,8.24,4.68,Sea,Route E,82.93,Pass
Haircare,SKU-000550,90.84,1,455,41332.2,92,16.67,346,13.42,UPS,49.16,Supplier E,Seattle,2783,12.22,9.84,Air,Route E,90.27,Pass
Cosmetics,SKU-000551,75.73,1,83,6285.59,426,25.5,127,4.85,UPS,64.91,Supplier A,Miami,1880,43.23,5.57,Rail,Route B,343.39,Pass
Haircare,SKU-000552,80.5,0,19,1529.5,90,13.51,181,4.13,USPS,47.71,Supplier B,Los Angeles,1631,14.43,6.61,Road,Route A,269.12,Pass
Haircare,SKU-000553,197.65,1,493,97441.45,219,11.99,471,13.0,FedEx,22.92,Supplier E,San Francisco,2014,58.49,3.33,Road,Route E,405.69,Pass
Accessories,SKU-000554,17.62,1,465,8193.3,995,27.54,225,12.44,UPS,53.25,Supplier H,Boston,1332,125.75,3.82,Rail,Route E,462.32,Pass
Accessories,SKU-000555,174.74,0,63,11008.62,261,8.28,35,7.28,USPS,55.22,Supplier A,Seattle,2056,52.32,5.94,Sea,Route C,224.77,Pass
Accessories,SKU-000556,119.95,0,61,7316.95,542,25.48,346,7.85,UPS,82.01,Supplier G,Dallas,492,110.54,0.7,Sea,Route E,318.38,Pass
Cosmetics,SKU-000557,93.34,1,157,14654.38,729,15.04,21,4.05,DHL,74.87,Supplier H,San Francisco,925,18.62,2.56,Rail,Route D,275.31,Pass
Accessories,SKU-000558,147.8,1,169,24978.2,88,15.91,29,2.1,UPS,68.06,Supplier C,Miami,3063,100.61,1.97,Road,Route B,491.72,Pass
Skincare,SKU-000559,102.47,1,379,38836.13,418,9.95,453,9.03,UPS,15.77,Supplier G,Dallas,2495,50.93,0.16,Air,Route B,423.99,Fail
Fragrances,SKU-000560,175.95,1,23,4046.85,806,17.62,144,2.38,Amazon Logistics,73.46,Supplier F,Dallas,4245,113.71,5.37,Sea,Route D,460.28,Pass
Skincare,SKU-000561,181.13,0,187,33871.31,200,10.43,100,7.29,DHL,52.53,Supplier B,New York,4995,24.76,5.61,Air,Route E,164.45,Pass
Skincare,SKU-000562,90.13,0,421,37944.73,160,2.14,504,14.17,FedEx,89.94,Supplier C,Miami,1892,135.19,3.84,Road,Route A,397.64,Pass
Accessories,SKU-000563,62.6,0,375,23475.0,529,8.89,169,14.34,UPS,92.39,Supplier C,Dallas,3164,40.17,2.69,Air,Route E,169.46,Pass
Fragrances,SKU-000564,122.55,1,62,7598.1,485,1.18,359,4.35,FedEx,10.24,Supplier E,Boston,1463,56.2,6.52,Rail,Route B,143.93,Pass
Fragrances,SKU-000565,183.35,1,417,76456.95,96,29.37,148,9.74,DHL,82.96,Supplier D,Seattle,2448,142.78,1.35,Sea,Route A,474.92,Pass
Fragrances,SKU-000566,50.03,1,344,17210.32,624,29.01,457,7.64,UPS,8.58,Supplier E,Seattle,3651,88.88,5.19,Sea,Route C,58.69,Pass
Cosmetics,SKU-000567,128.36,1,31,3979.16,786,12.46,520,13.26,Amazon Logistics,39.88,Supplier B,Boston,3728,58.04,7.68,Rail,Route C,484.42,Pass
Accessories,SKU-000568,130.0,0,39,5070.0,415,22.12,77,4.8,USPS,56.52,Supplier B,New York,3436,142.69,1.64,Rail,Route E,117.17,Pass
Fragrances,SKU-000569,149.29,0,200,29858.0,118,11.03,217,1.05,Amazon Logistics,19.07,Supplier E,Houston,1665,52.72,7.53,Sea,Route E,418.75,Fail
Cosmetics,SKU-000570,35.0,1,269,9415.0,348,20.46,230,3.28,Amazon Logistics,75.9,Supplier D,New York,3767,18.76,7.61,Sea,Route A,174.17,Fail
Haircare,SKU-000571,146.01,0,214,31246.14,993,24.36,64,5.89,USPS,5.79,Supplier G,Seattle,2313,149.54,0.6,Sea,Route A,207.82,Pass
Haircare,SKU-000572,182.72,1,68,12424.96,851,28.46,116,5.42,USPS,21.02,Supplier E,Houston,4196,43.84,0.19,Road,Route E,147.54,Pass
Cosmetics,SKU-000573,44.14,1,480,21187.2,345,12.61,298,12.08,USPS,60.18,Supplier B,New York,1119,128.43,9.74,Road,Route B,313.48,Pass
Cosmetics,SKU-000574,55.13,0,273,15050.49,252,23.72,554,10.53,UPS,72.87,Supplier D,Dallas,1384,29.0,1.93,Road,Route C,206.64,Pass
Accessories,SKU-000575,194.57,1,475,92420.75,110,8.71,429,5.19,FedEx,92.08,Supplier B,Houston,162,111.05,8.22,Air,Route A,345.83,Pass
Accessories,SKU-000576,44.39,1,21,932.19,995,29.72,480,7.41,FedEx,72.02,Supplier D,Seattle,2630,81.05,5.62,Road,Route B,57.04,Pass
Haircare,SKU-000577,172.33,0,128,22058.24,879,1.75,410,2.34,USPS,68.82,Supplier D,Boston,3492,147.23,2.64,Sea,Route E,78.97,Pass
Fragrances,SKU-000578,103.53,1,424,43896.72,363,18.5,63,13.57,Amazon Logistics,42.46,Supplier H,Atlanta,3372,85.16,1.3,Road,Route D,94.85,Pass
Haircare,SKU-000579,56.97,1,471,26832.87,210,20.13,46,14.1,DHL,5.12,Supplier E,Dallas,2369,8.63,4.97,Sea,Route A,238.55,Pass
Fragrances,SKU-000580,175.44,0,299,52456.56,380,20.95,116,14.72,USPS,16.42,Supplier E,Dallas,4347,92.56,4.07,Rail,Route D,416.66,Fail
Fragrances,SKU-000581,94.61,1,347,32829.67,577,4.49,567,13.16,Amazon Logistics,55.78,Supplier E,Atlanta,743,26.07,6.99,Air,Route B,449.68,Pass
Accessories,SKU-000582,107.82,0,257,27709.74,387,28.22,586,3.44,Amazon Logistics,69.14,Supplier D,San Francisco,4821,120.79,9.04,Air,Route C,160.16,Pass
Skincare,SKU-000583,78.25,1,363,28404.75,655,6.25,238,1.65,UPS,44.66,Supplier D,Chicago,316,129.2,8.05,Rail,Route B,308.47,Pass
Skincare,SKU-000584,122.66,0,136,16681.76,353,19.06,204,9.11,UPS,74.41,Supplier B,Los Angeles,295,74.9,2.74,Sea,Route C,395.76,Fail
Cosmetics,SKU-000585,41.07,0,84,3449.88,552,7.46,88,13.78,FedEx,54.58,Supplier C,Miami,3964,118.57,8.79,Air,Route B,179.97,Fail
Accessories,SKU-000586,84.31,0,370,31194.7,699,9.91,149,3.48,FedEx,12.05,Supplier E,New York,3373,26.04,8.33,Road,Route A,234.05,Pass
Fragrances,SKU-000587,194.19,1,213,41362.47,387,16.85,586,1.1,DHL,23.24,Supplier H,Chicago,2794,76.35,9.29,Sea,Route A,285.79,Fail
Skincare,SKU-000588,59.05,0,58,3424.9,599,13.1,353,12.28,DHL,84.8,Supplier F,New York,3312,62.12,4.59,Air,Route D,110.69,Pass
Fragrances,SKU-000589,134.78,0,88,11860.64,688,5.65,173,2.08,DHL,73.87,Supplier B,Chicago,2855,93.64,7.69,Rail,Route B,61.69,Pass
Skincare,SKU-000590,71.79,0,450,32305.5,324,5.96,566,6.79,DHL,90.0,Supplier B,Houston,1621,11.45,5.92,Sea,Route B,118.76,Pass
Skincare,SKU-000591,156.96,0,488,76596.48,213,13.13,98,10.5,Amazon Logistics,16.17,Supplier A,Boston,1180,114.06,3.11,Air,Route D,332.08,Pass
Skincare,SKU-000592,34.87,0,250,8717.5,492,22.96,598,4.32,Amazon Logistics,99.07,Supplier E,Miami,821,16.47,9.94,Rail,Route E,83.13,Pass
Accessories,SKU-000593,194.27,1,358,69548.66,368,27.04,432,2.18,FedEx,24.89,Supplier G,Miami,1662,100.19,0.38,Sea,Route B,135.36,Pass
Haircare,SKU-000594,96.22,1,163,15683.86,638,3.44,565,11.78,UPS,6.12,Supplier B,New York,739,7.68,1.62,Road,Route B,202.03,Fail
Fragrances,SKU-000595,54.85,1,283,15522.55,553,12.4,188,9.82,UPS,99.76,Supplier A,Atlanta,4360,125.62,8.93,Sea,Route B,85.04,Fail
Accessories,SKU-000596,23.96,1,105,2515.8,735,3.91,534,14.84,USPS,31.7,Supplier F,Houston,4410,30.33,0.61,Road,Route E,136.26,Fail
Accessories,SKU-000597,42.25,1,223,9421.75,436,1.48,333,5.82,Amazon Logistics,68.46,Supplier H,San Francisco,3887,79.75,8.87,Sea,Route A,460.07,Pass
Accessories,SKU-000598,108.76,1,303,32954.28,919,20.19,51,1.86,DHL,21.78,Supplier F,Miami,3836,42.92,7.15,Rail,Route D,58.68,Pass
Accessories,SKU-000599,74.03,1,218,16138.54,882,18.47,306,11.28,DHL,60.12,Supplier G,Los Angeles,189,109.78,0.37,Road,Route E,344.04,Pass
Accessories,SKU-000600,167.49,0,352,58956.48,937,5.73,62,8.3,USPS,90.88,Supplier E,New York,3021,51.6,4.29,Road,Route C,222.98,Fail
Cosmetics,SKU-000601,91.87,1,97,8911.39,652,7.78,20,3.98,UPS,35.42,Supplier D,Dallas,1351,110.07,7.54,Sea,Route C,352.69,Pass
Fragrances,SKU-000602,57.26,0,315,18036.9,799,1.69,592,11.94,DHL,68.67,Supplier A,Los Angeles,1202,46.31,5.83,Air,Route E,314.91,Fail
Accessories,SKU-000603,127.26,0,273,34741.98,825,25.21,289,3.85,UPS,22.85,Supplier D,Seattle,4803,114.11,9.36,Road,Route E,150.57,Fail
Fragrances,SKU-000604,144.29,1,434,62621.86,740,29.27,199,4.65,USPS,64.36,Supplier F,New York,448,9.44,8.68,Sea,Route A,431.24,Pass
Cosmetics,SKU-000605,41.74,0,399,16654.26,543,4.93,537,2.3,UPS,36.96,Supplier F,New York,4013,46.08,3.33,Rail,Route C,271.37,Pass
Cosmetics,SKU-000606,41.85,0,334,13977.9,539,7.71,122,6.59,UPS,25.06,Supplier C,Dallas,4152,77.3,0.85,Sea,Route D,420.14,Fail
Fragrances,SKU-000607,16.97,0,437,7415.89,770,26.18,29,6.87,UPS,34.75,Supplier C,Houston,3041,11.53,9.44,Sea,Route B,232.71,Pass
Skincare,SKU-000608,149.92,0,386,57869.12,122,27.87,109,8.2,DHL,21.99,Supplier H,Dallas,345,31.97,5.17,Road,Route B,493.11,Fail
Haircare,SKU-000609,136.12,1,329,44783.48,558,13.17,245,10.93,FedEx,90.68,Supplier G,Miami,371,140.51,0.74,Air,Route A,396.72,Pass
Skincare,SKU-000610,100.18,1,166,16629.88,439,2.47,145,13.69,Amazon Logistics,42.73,Supplier C,Boston,2130,146.64,8.17,Rail,Route A,484.68,Pass
Skincare,SKU-000611,170.39,1,165,28114.35,668,2.14,228,2.93,UPS,28.3,Supplier C,New York,4598,112.26,8.69,Road,Route C,281.45,Fail
Skincare,SKU-000612,163.08,1,148,24135.84,906,17.64,116,1.76,UPS,47.6,Supplier G,Seattle,3287,41.57,6.39,Road,Route D,263.16,Pass
Accessories,SKU-000613,121.22,1,130,15758.6,344,12.39,93,1.26,UPS,35.45,Supplier B,Atlanta,3606,42.78,4.48,Road,Route D,389.95,Pass
Cosmetics,SKU-000614,174.97,1,74,12947.78,418,1.83,210,3.01,FedEx,75.72,Supplier C,New York,1565,98.64,6.62,Rail,Route E,446.13,Pass
Skincare,SKU-000615,49.11,1,116,5696.76,845,17.91,75,10.21,USPS,97.27,Supplier B,Dallas,1295,22.05,7.07,Air,Route A,483.87,Pass
Cosmetics,SKU-000616,31.26,1,156,4876.56,914,1.33,572,11.18,DHL,46.61,Supplier B,Chicago,3187,142.5,8.93,Rail,Route B,196.05,Pass
Fragrances,SKU-000617,61.25,1,146,8942.5,743,23.83,51,12.01,FedEx,86.8,Supplier E,New York,3108,37.6,9.56,Rail,Route B,409.42,Pass
Haircare,SKU-000618,20.85,1,420,8757.0,598,9.89,546,4.41,UPS,58.76,Supplier B,New York,3923,149.95,5.14,Air,Route C,144.79,Pass
Fragrances,SKU-000619,110.92,0,171,18967.32,698,2.17,593,5.28,FedEx,19.94,Supplier B,Seattle,1714,76.88,7.98,Rail,Route B,295.51,Pass
Fragrances,SKU-000620,187.96,1,437,82138.52,899,18.06,303,7.76,FedEx,70.61,Supplier C,Seattle,1226,116.86,9.65,Sea,Route D,130.93,Pass
Accessories,SKU-000621,17.48,0,461,8058.28,617,12.53,513,1.88,FedEx,53.78,Supplier B,New York,4479,5.32,1.51,Rail,Route D,206.33,Pass
Haircare,SKU-000622,33.2,0,109,3618.8,236,29.24,206,9.56,USPS,66.81,Supplier D,Chicago,616,133.87,0.18,Road,Route A,469.11,Pass
Fragrances,SKU-000623,95.92,0,347,33284.24,902,16.78,517,14.77,Amazon Logistics,89.52,Supplier G,Boston,2765,44.15,8.69,Rail,Route C,115.74,Fail
Fragrances,SKU-000624,187.44,0,408,76475.52,819,8.98,461,6.05,DHL,46.84,Supplier C,San Francisco,1401,101.85,1.95,Road,Route B,334.58,Pass
Haircare,SKU-000625,70.07,1,316,22142.12,494,21.57,149,11.54,USPS,90.61,Supplier G,Chicago,711,121.92,0.42,Rail,Route A,316.83,Pass
Haircare,SKU-000626,106.37,0,150,15955.5,619,8.87,311,8.0,USPS,76.31,Supplier A,Chicago,849,28.8,1.6,Road,Route E,104.33,Pass
Fragrances,SKU-000627,17.9,1,92,1646.8,412,27.22,133,2.79,Amazon Logistics,51.42,Supplier C,Chicago,1956,69.16,3.84,Road,Route E,196.69,Pass
Haircare,SKU-000628,38.19,1,186,7103.34,172,11.87,218,9.15,USPS,62.31,Supplier B,Boston,499,76.61,2.19,Road,Route B,303.34,Pass
Fragrances,SKU-000629,197.46,0,207,40874.22,237,16.95,32,5.2,FedEx,35.93,Supplier D,Houston,1626,50.26,3.05,Air,Route B,134.23,Pass
Fragrances,SKU-000630,193.37,1,121,23397.77,791,2.47,290,1.48,FedEx,98.44,Supplier G,Houston,2124,74.85,9.75,Rail,Route B,410.28,Pass
Accessories,SKU-000631,10.94,0,65,711.1,729,13.36,234,9.89,UPS,68.4,Supplier C,Chicago,419,51.04,7.04,Rail,Route D,487.47,Fail
Skincare,SKU-000632,190.84,0,469,89503.96,469,25.14,463,13.03,USPS,9.17,Supplier D,San Francisco,435,57.31,7.12,Sea,Route B,146.64,Pass
Fragrances,SKU-000633,131.43,1,188,24708.84,675,24.36,531,5.83,UPS,36.03,Supplier G,Dallas,2198,102.05,0.95,Sea,Route E,134.11,Pass
Cosmetics,SKU-000634,174.9,1,430,75207.0,301,7.51,466,6.46,DHL,64.21,Supplier A,Los Angeles,273,96.73,7.32,Sea,Route B,254.72,Pass
Skincare,SKU-000635,96.4,0,410,39524.0,668,7.56,93,13.47,FedEx,10.35,Supplier F,Houston,4119,38.68,7.39,Rail,Route C,386.49,Pass
Skincare,SKU-000636,107.96,1,195,21052.2,598,24.7,556,12.39,DHL,7.27,Supplier H,Atlanta,1741,135.14,6.6,Air,Route E,176.72,Fail
Skincare,SKU-000637,102.88,1,480,49382.4,384,27.98,120,11.01,Amazon Logistics,47.75,Supplier H,Seattle,600,130.1,2.28,Road,Route C,58.95,Pass
Accessories,SKU-000638,136.7,1,227,31030.9,141,3.77,195,4.48,FedEx,36.61,Supplier A,Boston,3746,78.82,4.23,Rail,Route E,293.55,Pass
Fragrances,SKU-000639,36.53,0,422,15415.66,579,14.05,446,13.74,DHL,46.64,Supplier F,Boston,2463,67.82,8.46,Air,Route A,480.47,Pass
Accessories,SKU-000640,15.69,0,426,6683.94,915,10.79,136,3.16,Amazon Logistics,29.96,Supplier E,Los Angeles,1956,59.64,6.7,Air,Route E,226.07,Pass
Fragrances,SKU-000641,68.51,1,325,22265.75,112,26.25,185,9.77,DHL,20.65,Supplier F,Houston,3252,107.55,7.33,Rail,Route E,239.06,Pass
Accessories,SKU-000642,143.89,1,484,69642.76,711,3.42,60,1.4,Amazon Logistics,70.47,Supplier E,San Francisco,1996,102.39,5.87,Road,Route C,486.01,Pass
Accessories,SKU-000643,48.35,1,226,10927.1,561,7.12,448,10.01,Amazon Logistics,53.88,Supplier C,San Francisco,1818,33.45,4.5,Air,Route C,362.57,Pass
Cosmetics,SKU-000644,137.95,1,129,17795.55,188,22.82,363,4.88,FedEx,24.01,Supplier E,Seattle,1878,102.36,7.59,Rail,Route E,373.63,Fail
Accessories,SKU-000645,194.28,1,448,87037.44,747,2.49,443,7.3,UPS,35.36,Supplier H,Chicago,4892,41.6,0.68,Road,Route E,303.22,Pass
Haircare,SKU-000646,27.84,0,403,11219.52,234,15.28,385,5.83,Amazon Logistics,61.22,Supplier H,Dallas,3157,7.69,6.73,Sea,Route D,488.57,Pass
Cosmetics,SKU-000647,137.79,1,184,25353.36,254,13.82,139,3.42,Amazon Logistics,11.86,Supplier D,Houston,4927,106.39,9.97,Air,Route A,359.99,Pass
Accessories,SKU-000648,94.31,0,32,3017.92,821,10.7,248,9.71,FedEx,19.01,Supplier E,San Francisco,2813,98.5,7.8,Air,Route A,452.76,Pass
Skincare,SKU-000649,174.95,1,222,38838.9,263,12.44,149,13.35,UPS,11.96,Supplier D,Los Angeles,3928,64.57,2.91,Rail,Route B,364.72,Fail
Haircare,SKU-000650,43.66,0,414,18075.24,305,16.37,371,14.43,USPS,82.17,Supplier H,Seattle,4847,81.22,2.78,Rail,Route E,380.8,Pass
Haircare,SKU-000651,141.6,1,244,34550.4,184,5.68,337,3.69,USPS,76.48,Supplier G,New York,1194,142.34,6.67,Road,Route E,180.68,Pass
Haircare,SKU-000652,169.24,0,22,3723.28,622,17.59,356,11.04,UPS,76.56,Supplier G,Seattle,145,91.3,8.96,Sea,Route E,186.57,Pass
Cosmetics,SKU-000653,189.48,1,110,20842.8,924,24.36,292,10.3,DHL,73.05,Supplier F,San Francisco,1545,100.39,5.78,Sea,Route E,402.34,Pass
Accessories,SKU-000654,139.82,0,426,59563.32,871,23.04,136,5.81,FedEx,68.59,Supplier F,New York,2296,14.27,5.27,Rail,Route A,183.52,Fail
Accessories,SKU-000655,104.46,0,33,3447.18,137,5.46,387,1.27,UPS,50.31,Supplier F,Atlanta,3301,29.07,1.6,Rail,Route C,303.25,Fail
Skincare,SKU-000656,127.39,0,373,47516.47,885,5.33,113,10.66,USPS,66.02,Supplier E,Miami,555,48.64,7.15,Road,Route D,162.21,Pass
Skincare,SKU-000657,175.09,0,20,3501.8,256,8.78,187,14.24,Amazon Logistics,8.64,Supplier F,Seattle,1762,83.21,7.02,Rail,Route C,417.64,Pass
Haircare,SKU-000658,118.42,0,282,33394.44,178,11.47,360,9.85,USPS,64.04,Supplier E,Los Angeles,3024,117.61,9.67,Road,Route C,99.73,Pass
