Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing costs,Defect rates,Transportation modes,Routes,Costs,Inspection results,Profit,Cost_per_Shipment,Inventory_Gap,Revenue_per_Product,Profit_Margin,Total_Lead_Time
Cosmetics,SKU-000779,51.18,1,101,5169.18,807,28.43,542,4.83,UPS,88.52,Supplier D,San Francisco,2222,9.64,7.43,Road,Route C,95.7,Pass,5159.54,0.16302025782688764,265,50.67823529411765,99.81351007316441,33.26
Skincare,SKU-000780,28.19,1,195,5497.05,176,9.58,162,6.6,UPS,6.24,Supplier C,Los Angeles,3885,48.02,8.16,Road,Route A,367.2,Fail,5449.03,0.038282208588957055,14,28.046173469387757,99.12644054538342,16.18
Haircare,SKU-000781,14.49,1,469,6795.81,196,1.03,211,14.76,UPS,94.75,Supplier A,Miami,158,89.77,6.86,Sea,Route B,142.21,Fail,6706.04,0.44693396226415094,-15,14.459170212765958,98.67903899608729,15.79
Skincare,SKU-000782,131.97,0,292,38535.24,167,8.89,406,8.51,UPS,51.48,Supplier H,Atlanta,2533,66.02,4.4,Sea,Route B,452.62,Pass,38469.22,0.12648648648648647,-239,131.519590443686,99.82867629733201,17.4
Skincare,SKU-000783,125.35,0,190,23816.5,960,7.32,397,8.04,UPS,37.48,Supplier C,Seattle,2162,145.54,3.79,Road,Route C,467.87,Fail,23670.96,0.09417085427135678,563,124.69371727748691,99.38891104906263,15.36
Cosmetics,SKU-000784,113.87,0,179,20382.73,431,20.19,554,4.61,USPS,92.8,Supplier D,Chicago,1354,13.13,7.72,Road,Route C,489.15,Pass,20369.6,0.1672072072072072,-123,113.23738888888889,99.9355827212547,24.8
Accessories,SKU-000785,54.07,0,196,10597.72,461,19.38,312,10.82,FedEx,7.32,Supplier F,Atlanta,3788,90.76,5.18,Road,Route B,472.59,Pass,10506.96,0.023386581469648563,149,53.79553299492385,99.143589375828,30.2
Skincare,SKU-000786,84.27,1,184,15505.68,713,18.21,28,1.2,Amazon Logistics,60.24,Supplier H,Dallas,3848,129.45,7.04,Air,Route B,172.35,Pass,15376.23,2.077241379310345,685,83.81448648648649,99.16514464376924,19.41
Haircare,SKU-000787,122.95,0,231,28401.45,633,1.47,290,1.69,UPS,57.15,Supplier C,Miami,4230,74.71,8.9,Air,Route A,279.4,Pass,28326.74,0.19639175257731958,343,122.42004310344828,99.73695005008547,3.16
Fragrances,SKU-000788,104.39,0,242,25262.38,412,22.13,406,9.39,Amazon Logistics,25.84,Supplier E,Los Angeles,4357,5.43,9.16,Air,Route E,128.95,Pass,25256.95,0.06348894348894349,6,103.96041152263375,99.97850558815124,31.52
Skincare,SKU-000789,197.68,1,171,33803.28,558,10.38,112,5.78,Amazon Logistics,45.74,Supplier H,Los Angeles,3129,40.21,2.78,Air,Route A,412.79,Pass,33763.07,0.40477876106194693,446,196.5306976744186,99.88104704632214,16.16
Skincare,SKU-000790,35.92,0,430,15445.6,186,20.29,548,14.35,USPS,66.97,Supplier H,Boston,2946,51.95,1.88,Air,Route B,449.79,Fail,15393.65,0.12198542805100182,-362,35.83665893271462,99.66365825866265,34.64
Cosmetics,SKU-000791,142.08,0,143,20317.44,224,17.14,173,13.64,UPS,74.08,Supplier G,New York,570,145.07,2.61,Air,Route E,433.08,Pass,20172.37,0.4257471264367816,51,141.09333333333333,99.28598287973288,30.78
Accessories,SKU-000792,86.82,1,400,34728.0,338,10.94,424,10.99,Amazon Logistics,5.07,Supplier E,San Francisco,4135,137.21,7.51,Sea,Route B,245.02,Pass,34590.79,0.011929411764705883,-86,86.60349127182045,99.60490094448285,21.93
Fragrances,SKU-000793,91.36,0,489,44675.04,530,4.9,168,12.45,UPS,94.0,Supplier E,Los Angeles,2999,142.63,3.7,Rail,Route A,391.4,Pass,44532.41,0.5562130177514792,362,91.17355102040817,99.68073895401102,17.35
Haircare,SKU-000794,146.34,0,233,34097.22,68,3.74,286,10.34,DHL,20.63,Supplier F,San Francisco,1546,124.73,1.73,Sea,Route A,93.91,Pass,33972.49,0.0718815331010453,-218,145.7146153846154,99.63419305151562,14.08
Fragrances,SKU-000795,141.56,0,162,22932.72,244,25.11,441,2.76,DHL,27.19,Supplier B,Houston,4543,55.99,0.98,Rail,Route A,68.11,Pass,22876.73,0.0615158371040724,-197,140.6915337423313,99.75585102857401,27.869999999999997
Haircare,SKU-000796,198.34,0,42,8330.28,379,27.63,491,11.72,DHL,30.03,Supplier G,New York,4889,136.35,3.27,Sea,Route E,388.96,Fail,8193.93,0.061036585365853664,-112,193.72744186046512,98.36320027658132,39.35
Accessories,SKU-000797,34.39,0,64,2200.96,985,19.84,566,3.94,Amazon Logistics,8.59,Supplier E,Houston,1012,147.34,1.36,Sea,Route D,241.41,Pass,2053.62,0.015149911816578482,419,33.86092307692308,93.30564844431521,23.78
Haircare,SKU-000798,29.78,1,451,13430.78,224,4.0,545,5.53,DHL,16.69,Supplier E,San Francisco,4342,55.76,1.56,Air,Route D,498.0,Pass,13375.02,0.03056776556776557,-321,29.71411504424779,99.58483423896453,9.530000000000001
Cosmetics,SKU-000799,147.62,1,16,2361.92,498,12.66,522,12.47,USPS,98.7,Supplier B,Miami,1811,42.78,6.84,Air,Route B,93.76,Pass,2319.14,0.18871892925430211,-24,138.9364705882353,98.18876168540848,25.130000000000003
Cosmetics,SKU-000800,119.89,1,253,30332.17,974,22.14,33,8.51,USPS,34.95,Supplier F,Dallas,774,84.3,0.2,Rail,Route E,435.03,Fail,30247.87,1.0279411764705884,941,119.41799212598424,99.72207725329247,30.65
Cosmetics,SKU-000801,62.09,1,322,19992.98,995,23.61,383,13.04,Amazon Logistics,15.95,Supplier G,New York,1539,32.14,1.18,Rail,Route C,265.99,Pass,19960.84,0.04153645833333333,612,61.897770897832814,99.83924357449465,36.65
Cosmetics,SKU-000802,25.09,1,135,3387.15,403,4.43,138,3.98,UPS,15.16,Supplier E,Miami,2834,9.73,8.44,Air,Route D,422.22,Pass,3377.42,0.10906474820143885,265,24.905514705882354,99.71273784745287,8.41
Fragrances,SKU-000803,26.28,1,21,551.88,548,1.0,257,9.51,FedEx,73.35,Supplier D,Los Angeles,3730,142.15,8.45,Sea,Route E,417.71,Pass,409.73,0.28430232558139534,291,25.085454545454546,74.24258896861637,10.51
Accessories,SKU-000804,179.9,0,25,4497.5,190,21.65,565,2.17,UPS,86.18,Supplier F,Dallas,785,139.23,3.29,Rail,Route E,462.2,Fail,4358.27,0.15226148409893994,-375,172.98076923076923,96.90428015564203,23.82
Haircare,SKU-000805,46.45,1,217,10079.65,807,11.34,188,10.0,UPS,29.41,Supplier G,Seattle,1226,28.58,0.88,Road,Route D,184.03,Pass,10051.07,0.1556084656084656,619,46.236926605504586,99.71645840877412,21.34
Haircare,SKU-000806,71.44,1,52,3714.88,946,8.38,541,11.68,UPS,6.99,Supplier E,Los Angeles,4316,64.12,7.05,Road,Route E,477.41,Pass,3650.76,0.012896678966789669,405,70.09207547169811,98.27396847273667,20.060000000000002
Cosmetics,SKU-000807,53.06,0,382,20268.92,979,1.37,535,9.19,UPS,26.19,Supplier E,Chicago,2566,125.5,3.6,Road,Route E,118.25,Pass,20143.42,0.04886194029850747,444,52.92146214099216,99.38082542138406,10.559999999999999
Cosmetics,SKU-000808,77.45,0,493,38182.85,142,16.67,416,4.73,FedEx,10.37,Supplier B,Atlanta,2497,100.85,0.45,Rail,Route D,86.89,Pass,38082.0,0.02486810551558753,-274,77.29321862348178,99.73587618525072,21.400000000000002
Skincare,SKU-000809,23.19,1,470,10899.3,993,25.68,125,1.44,DHL,14.82,Supplier G,New York,4237,62.24,1.58,Air,Route A,244.23,Pass,10837.06,0.11761904761904762,868,23.14076433121019,99.428954153019,27.12
Accessories,SKU-000810,108.62,0,144,15641.28,288,28.77,104,2.67,UPS,45.99,Supplier D,Chicago,3538,112.9,1.37,Air,Route B,422.75,Pass,15528.380000000001,0.438,184,107.87089655172414,99.27819206612247,31.439999999999998
Fragrances,SKU-000811,22.85,1,237,5415.45,254,17.41,233,9.71,USPS,26.84,Supplier F,San Francisco,4224,135.07,5.89,Air,Route C,263.04,Pass,5280.38,0.1147008547008547,21,22.753991596638656,97.50583977324138,27.12
Haircare,SKU-000812,162.07,0,120,19448.4,609,15.92,140,14.08,Amazon Logistics,54.01,Supplier C,New York,1065,139.29,8.98,Rail,Route B,423.18,Pass,19309.11,0.3830496453900709,469,160.7305785123967,99.2837971246992,30.0
Skincare,SKU-000813,54.41,1,316,17193.56,482,3.47,151,3.89,Amazon Logistics,29.08,Supplier A,Atlanta,1019,59.93,7.93,Rail,Route A,378.36,Pass,17133.63,0.1913157894736842,331,54.23835962145111,99.65143925981589,7.36
Skincare,SKU-000814,112.6,0,466,52471.6,294,16.92,216,11.29,USPS,94.35,Supplier D,New York,2972,30.17,5.47,Road,Route A,144.24,Fail,52441.43,0.4347926267281106,78,112.35888650963597,99.94250222977763,28.21
Haircare,SKU-000815,177.22,0,169,29950.18,881,12.02,38,13.13,UPS,91.06,Supplier C,Miami,1608,137.36,4.22,Rail,Route E,477.0,Pass,29812.82,2.3348717948717947,843,176.1775294117647,99.5413717046108,25.15
Fragrances,SKU-000816,133.67,1,340,45447.8,366,18.61,31,8.29,FedEx,58.85,Supplier D,Houston,1312,18.42,6.19,Road,Route B,77.35,Pass,45429.380000000005,1.8390625,335,133.27800586510264,99.95946998534583,26.9
Skincare,SKU-000817,111.26,1,273,30373.98,974,12.27,100,10.37,DHL,38.67,Supplier G,Boston,971,109.64,4.44,Road,Route A,454.23,Pass,30264.34,0.3828712871287129,874,110.85394160583941,99.63903314613364,22.64
Skincare,SKU-000818,71.62,1,234,16759.08,344,7.97,349,12.41,Amazon Logistics,41.21,Supplier C,Miami,4490,25.37,2.46,Air,Route B,187.0,Fail,16733.710000000003,0.11774285714285715,-5,71.3152340425532,99.84861937528791,20.38
Accessories,SKU-000819,73.27,1,480,35169.6,689,3.75,411,4.65,DHL,44.13,Supplier G,Atlanta,3354,61.46,6.79,Rail,Route A,275.07,Pass,35108.14,0.1071116504854369,278,73.11767151767151,99.82524680405805,8.4
Fragrances,SKU-000820,137.2,1,226,31007.2,905,10.13,326,5.16,FedEx,74.12,Supplier C,New York,963,64.68,8.73,Air,Route C,240.06,Pass,30942.52,0.22666666666666668,579,136.5955947136564,99.79140328697851,15.290000000000001
Skincare,SKU-000821,198.89,0,465,92483.85,331,3.8,286,1.01,Amazon Logistics,47.91,Supplier D,Miami,4053,28.02,3.73,Air,Route A,127.33,Fail,92455.83,0.16693379790940766,45,198.4631974248927,99.96970281838396,4.81
Fragrances,SKU-000822,135.75,1,54,7330.5,66,6.13,466,14.48,DHL,86.39,Supplier B,Houston,3208,138.79,8.42,Rail,Route B,211.17,Pass,7191.71,0.18498929336188438,-400,133.28181818181818,98.10667757997408,20.61
Haircare,SKU-000823,115.98,1,223,25863.54,120,29.63,460,13.85,FedEx,94.69,Supplier D,Chicago,3155,5.39,4.31,Rail,Route E,136.82,Pass,25858.15,0.20540130151843816,-340,115.46223214285715,99.9791598520543,43.48
Cosmetics,SKU-000824,148.82,0,68,10119.76,318,13.88,21,11.7,DHL,36.91,Supplier G,Miami,4094,134.6,4.01,Sea,Route B,141.75,Pass,9985.16,1.6777272727272725,297,146.66318840579711,98.6699289311209,25.58
Skincare,SKU-000825,98.39,0,141,13872.99,374,16.42,539,2.11,UPS,58.27,Supplier D,San Francisco,2782,133.16,0.28,Road,Route D,134.18,Pass,13739.83,0.10790740740740741,-165,97.69711267605634,99.0401492396376,18.53
Accessories,SKU-000826,21.43,1,113,2421.59,843,26.33,328,7.27,FedEx,14.03,Supplier H,Chicago,4790,50.96,6.95,Sea,Route B,270.06,Pass,2370.63,0.042644376899696045,515,21.24201754385965,97.89559752063727,33.599999999999994
Haircare,SKU-000827,116.84,0,204,23835.36,354,29.87,541,2.43,DHL,24.04,Supplier H,Atlanta,713,107.12,8.08,Road,Route C,409.07,Fail,23728.24,0.044354243542435424,-187,116.27004878048781,99.55058367064731,32.300000000000004
Fragrances,SKU-000828,191.95,0,422,81002.9,500,17.9,488,1.22,UPS,44.28,Supplier C,Chicago,1972,41.66,6.64,Road,Route C,306.04,Fail,80961.23999999999,0.0905521472392638,12,191.49621749408982,99.94856974256476,19.119999999999997
Haircare,SKU-000829,43.31,1,498,21568.38,56,24.56,231,9.63,UPS,24.59,Supplier H,New York,3254,115.02,1.51,Road,Route C,451.94,Pass,21453.36,0.10599137931034483,-175,43.223206412825654,99.46671933636185,34.19
Skincare,SKU-000830,141.1,0,166,23422.6,363,10.48,131,14.45,FedEx,88.27,Supplier A,Dallas,4660,86.36,1.03,Air,Route A,336.45,Pass,23336.239999999998,0.6687121212121212,232,140.25508982035927,99.631296269415,24.93
Fragrances,SKU-000831,48.18,0,107,5155.26,866,9.87,27,13.64,USPS,20.04,Supplier C,Dallas,3473,48.53,5.73,Air,Route C,360.2,Pass,5106.7300000000005,0.7157142857142856,839,47.73388888888889,99.05863137843679,23.509999999999998
Cosmetics,SKU-000832,111.81,1,235,26275.35,152,12.68,496,10.75,Amazon Logistics,48.29,Supplier H,Seattle,3291,63.03,4.02,Rail,Route B,350.42,Pass,26212.32,0.09716297786720322,-344,111.33622881355932,99.76011737236612,23.43
Haircare,SKU-000833,28.37,1,421,11943.77,870,20.5,479,2.35,FedEx,62.54,Supplier E,San Francisco,667,105.03,4.29,Road,Route E,252.26,Pass,11838.74,0.13029166666666667,391,28.302772511848342,99.12062941600516,22.85
Skincare,SKU-000834,95.57,0,214,20451.98,242,20.78,272,4.84,UPS,70.73,Supplier D,New York,4233,136.38,9.68,Road,Route C,360.2,Pass,20315.6,0.2590842490842491,-30,95.12548837209302,99.333169697995,25.62
Accessories,SKU-000835,153.67,0,88,13522.96,802,10.14,545,5.48,UPS,41.39,Supplier F,Atlanta,344,23.96,7.24,Road,Route B,81.37,Fail,13499.0,0.07580586080586081,257,151.94337078651685,99.82281985600785,15.620000000000001
Fragrances,SKU-000836,76.04,1,133,10113.32,623,4.86,457,11.68,FedEx,87.56,Supplier D,Los Angeles,120,87.85,4.12,Air,Route A,436.93,Pass,10025.47,0.19117903930131006,166,75.47253731343284,99.1313436141643,16.54
Haircare,SKU-000837,136.33,0,480,65438.4,578,19.34,255,12.23,USPS,58.99,Supplier H,Dallas,493,41.79,0.19,Rail,Route A,400.02,Fail,65396.61,0.2304296875,323,136.04656964656965,99.93613841414215,31.57
Haircare,SKU-000838,161.14,0,437,70418.18,220,4.72,325,6.39,Amazon Logistics,46.75,Supplier B,Atlanta,3914,121.2,0.34,Air,Route E,160.35,Pass,70296.98,0.14340490797546013,-105,160.772100456621,99.82788535574194,11.11
Cosmetics,SKU-000839,186.16,0,227,42258.32,586,17.78,497,6.85,DHL,11.39,Supplier G,Chicago,2155,15.18,6.85,Sea,Route E,395.61,Pass,42243.14,0.0228714859437751,89,185.34350877192983,99.96407807977222,24.630000000000003
Cosmetics,SKU-000840,54.58,1,13,709.54,300,21.11,39,1.62,FedEx,49.15,Supplier F,Miami,3615,104.9,8.38,Sea,Route B,55.69,Pass,604.64,1.22875,261,50.68142857142857,85.21577359979705,22.73
Accessories,SKU-000841,85.87,0,99,8501.13,814,21.32,235,5.05,Amazon Logistics,82.97,Supplier C,Dallas,2475,30.37,7.08,Sea,Route E,147.76,Pass,8470.759999999998,0.3515677966101695,579,85.01129999999999,99.64275337513952,26.37
Accessories,SKU-000842,38.96,0,113,4402.48,436,22.85,154,7.32,Amazon Logistics,63.38,Supplier B,New York,2010,91.48,4.06,Rail,Route E,79.31,Fail,4311.0,0.4089032258064516,282,38.61824561403508,97.92208028202288,30.17
Skincare,SKU-000843,198.57,1,402,79825.14,256,26.31,148,2.64,UPS,84.06,Supplier D,Dallas,389,126.18,0.31,Sea,Route A,401.1,Pass,79698.96,0.5641610738255034,108,198.077270471464,99.84192949739895,28.95
Skincare,SKU-000844,186.13,0,128,23824.64,590,15.5,429,7.35,DHL,51.93,Supplier H,Houston,2658,114.49,9.67,Rail,Route B,390.14,Pass,23710.149999999998,0.12076744186046512,161,184.68713178294573,99.51944709342932,22.85
Accessories,SKU-000845,112.59,0,142,15987.78,678,22.18,441,12.94,FedEx,16.25,Supplier C,Houston,460,114.18,9.86,Air,Route E,416.14,Pass,15873.6,0.03676470588235294,237,111.80265734265734,99.28582955232058,35.12
Accessories,SKU-000846,169.99,1,321,54566.79,465,18.96,313,9.14,UPS,6.3,Supplier C,Houston,1722,80.09,5.49,Air,Route B,52.02,Fail,54486.700000000004,0.020063694267515923,152,169.4620807453416,99.85322574408355,28.1
Fragrances,SKU-000847,108.98,1,105,11442.9,843,6.41,265,2.11,UPS,33.81,Supplier E,San Francisco,4414,134.16,0.71,Rail,Route C,275.55,Pass,11308.74,0.12710526315789475,578,107.95188679245283,98.827569934195,8.52
Cosmetics,SKU-000848,128.48,1,477,61284.96,429,1.74,575,3.68,USPS,71.31,Supplier E,Dallas,4194,90.28,5.41,Air,Route A,367.18,Pass,61194.68,0.12380208333333334,-146,128.21121338912133,99.85268816362122,5.42
Skincare,SKU-000849,26.93,1,443,11929.99,193,9.25,105,7.64,Amazon Logistics,80.07,Supplier H,Seattle,2553,138.04,8.92,Air,Route A,119.93,Fail,11791.949999999999,0.755377358490566,88,26.869346846846845,98.84291604603189,16.89
Cosmetics,SKU-000850,153.5,0,340,52190.0,74,13.85,575,6.06,FedEx,33.1,Supplier H,Atlanta,2115,84.25,6.8,Rail,Route A,342.41,Fail,52105.75,0.05746527777777778,-501,153.04985337243403,99.83857060739605,19.91
Cosmetics,SKU-000851,34.27,0,152,5209.04,871,18.9,394,6.02,FedEx,52.09,Supplier A,Houston,2140,78.37,7.2,Sea,Route D,87.85,Pass,5130.67,0.131873417721519,477,34.04601307189542,98.4955001305423,24.919999999999998
Accessories,SKU-000852,166.95,1,297,49584.15,717,25.65,465,8.41,FedEx,45.01,Supplier E,Chicago,2144,37.24,0.85,Rail,Route B,131.6,Pass,49546.91,0.09658798283261802,252,166.38976510067116,99.92489535466476,34.06
Fragrances,SKU-000853,158.59,1,37,5867.83,122,6.69,397,9.18,UPS,44.0,Supplier G,New York,2900,83.99,1.07,Road,Route C,264.11,Pass,5783.84,0.11055276381909548,-275,154.4165789473684,98.56863610568132,15.870000000000001
Haircare,SKU-000854,144.66,0,287,41517.42,681,4.64,409,12.16,USPS,26.98,Supplier F,San Francisco,3070,25.38,1.27,Air,Route E,344.1,Fail,41492.04,0.06580487804878049,272,144.15770833333332,99.93886903376945,16.8
Fragrances,SKU-000855,16.87,1,242,4082.54,873,28.94,70,5.77,DHL,17.96,Supplier C,Boston,931,131.11,9.04,Rail,Route C,115.64,Fail,3951.43,0.25295774647887326,803,16.800576131687244,96.7885189122458,34.71
Fragrances,SKU-000856,67.59,0,26,1757.34,882,4.13,261,12.28,UPS,23.69,Supplier E,Houston,1893,103.0,5.26,Air,Route B,133.35,Pass,1654.34,0.09041984732824428,621,65.08666666666666,94.13886897242423,16.41
Cosmetics,SKU-000857,59.99,1,68,4079.32,142,14.88,313,5.74,DHL,10.26,Supplier H,Atlanta,3792,149.08,7.92,Sea,Route A,142.0,Fail,3930.2400000000002,0.03267515923566879,-171,59.12057971014493,96.3454693429297,20.62
Fragrances,SKU-000858,78.43,0,99,7764.57,554,17.98,582,1.78,USPS,23.82,Supplier A,Chicago,1891,18.35,1.15,Air,Route D,157.42,Pass,7746.219999999999,0.04085763293310463,-28,77.64569999999999,99.7636701066511,19.76
Skincare,SKU-000859,26.65,1,208,5543.2,647,16.7,285,8.76,Amazon Logistics,5.87,Supplier H,New York,2941,39.9,9.28,Rail,Route B,151.95,Pass,5503.3,0.020524475524475526,362,26.522488038277512,99.28019916293837,25.46
Cosmetics,SKU-000860,188.02,1,371,69755.42,385,3.49,139,9.23,FedEx,64.59,Supplier H,Miami,4790,132.19,8.21,Sea,Route B,227.82,Pass,69623.23,0.46135714285714285,246,187.5145698924731,99.81049501243056,12.72
Skincare,SKU-000861,115.22,0,450,51849.0,474,2.65,267,14.08,DHL,35.06,Supplier H,Los Angeles,2254,62.31,2.25,Sea,Route E,344.21,Fail,51786.69,0.13082089552238807,207,114.96452328159646,99.87982410461147,16.73
Haircare,SKU-000862,68.05,1,35,2381.75,548,4.06,89,11.16,UPS,97.45,Supplier D,Chicago,680,72.61,8.74,Sea,Route C,247.11,Fail,2309.14,1.0827777777777778,459,66.15972222222223,96.951401280571,15.219999999999999
Cosmetics,SKU-000863,85.43,0,34,2904.62,413,17.98,76,13.85,DHL,23.4,Supplier F,Seattle,2953,129.79,2.63,Road,Route C,399.19,Pass,2774.83,0.3038961038961039,337,82.98914285714285,95.5316013798707,31.83
Haircare,SKU-000864,94.97,0,403,38272.91,996,16.79,401,13.72,Amazon Logistics,37.85,Supplier E,Chicago,2336,80.66,2.05,Rail,Route E,373.67,Pass,38192.25,0.0941542288557214,595,94.73492574257426,99.78925041236738,30.509999999999998
Cosmetics,SKU-000865,124.11,0,310,38474.1,679,7.78,58,9.46,FedEx,38.99,Supplier C,Chicago,4276,33.05,2.64,Rail,Route D,106.94,Fail,38441.049999999996,0.6608474576271187,621,123.71093247588423,99.91409805557504,17.240000000000002
Accessories,SKU-000866,107.98,0,348,37577.04,794,19.5,462,8.39,DHL,5.8,Supplier D,Seattle,2255,134.34,9.1,Sea,Route A,71.98,Pass,37442.700000000004,0.012526997840172785,332,107.6706017191977,99.64249445938266,27.89
Fragrances,SKU-000867,184.68,0,276,50971.68,248,24.78,37,8.8,Amazon Logistics,84.72,Supplier H,Miami,1444,9.5,9.16,Air,Route A,445.07,Pass,50962.18,2.2294736842105265,211,184.01328519855596,99.98136219955866,33.58
Accessories,SKU-000868,104.42,1,470,49077.4,767,2.21,371,14.7,UPS,8.04,Supplier G,San Francisco,445,134.83,3.29,Sea,Route D,85.92,Pass,48942.57,0.02161290322580645,396,104.19830148619958,99.72527069486158,16.91
Haircare,SKU-000869,198.51,1,190,37716.9,462,15.45,317,11.82,USPS,94.32,Supplier C,Dallas,1986,12.33,7.05,Road,Route E,116.75,Fail,37704.57,0.29660377358490564,145,197.47068062827225,99.96730908425666,27.27
Fragrances,SKU-000870,171.77,0,465,79873.05,388,20.99,302,2.49,UPS,89.75,Supplier D,New York,654,101.55,6.76,Sea,Route B,59.96,Pass,79771.5,0.2962046204620462,86,171.40139484978542,99.87286074589615,23.479999999999997
Cosmetics,SKU-000871,49.62,1,369,18309.78,708,8.32,129,11.9,FedEx,55.87,Supplier G,Chicago,3870,15.39,8.07,Rail,Route C,332.75,Fail,18294.39,0.42976923076923074,579,49.48589189189189,99.91594655970744,20.22
Fragrances,SKU-000872,186.81,0,77,14384.37,986,9.93,199,3.39,UPS,56.64,Supplier G,Chicago,4497,107.4,2.97,Sea,Route B,312.07,Fail,14276.970000000001,0.2832,787,184.41500000000002,99.25335624709321,13.32
Skincare,SKU-000873,32.11,1,360,11559.6,478,18.8,563,7.26,UPS,67.11,Supplier F,Seattle,299,9.93,5.1,Air,Route C,494.11,Pass,11549.67,0.11898936170212766,-85,32.02105263157895,99.91409737361154,26.060000000000002
Fragrances,SKU-000874,165.32,1,421,69599.72,832,27.04,44,3.95,UPS,41.77,Supplier C,Atlanta,3040,127.16,6.68,Rail,Route B,449.12,Fail,69472.56,0.9282222222222223,788,164.92824644549762,99.81729811556713,30.99
Skincare,SKU-000875,82.32,1,468,38525.76,948,24.49,76,10.65,UPS,66.49,Supplier E,Chicago,3590,72.56,0.26,Air,Route E,234.88,Pass,38453.200000000004,0.8635064935064934,872,82.1444776119403,99.81165848512788,35.14
Fragrances,SKU-000876,176.82,1,330,58350.6,188,17.91,199,13.28,FedEx,9.25,Supplier E,Chicago,406,18.55,3.77,Sea,Route E,217.21,Fail,58332.049999999996,0.04625,-11,176.2858006042296,99.96820941001462,31.189999999999998
Skincare,SKU-000877,174.93,0,58,10145.94,742,22.18,251,5.07,Amazon Logistics,10.13,Supplier A,Seattle,3175,107.49,6.96,Rail,Route D,183.58,Pass,10038.45,0.0401984126984127,491,171.9650847457627,98.94056144625338,27.25
Haircare,SKU-000878,163.13,0,184,30015.92,991,11.58,362,2.15,DHL,48.44,Supplier D,Atlanta,1756,75.95,2.53,Road,Route B,118.58,Pass,29939.969999999998,0.13344352617079888,629,162.2482162162162,99.74696760918872,13.73
Accessories,SKU-000879,160.11,1,61,9766.71,591,19.59,496,5.18,USPS,57.21,Supplier A,Seattle,2792,32.69,9.58,Rail,Route B,112.14,Pass,9734.019999999999,0.11511066398390342,95,157.52758064516127,99.66529158744346,24.77
Cosmetics,SKU-000880,67.89,1,111,7535.79,106,14.52,595,10.41,DHL,89.34,Supplier B,San Francisco,1864,7.27,0.3,Air,Route D,109.53,Fail,7528.5199999999995,0.1498993288590604,-489,67.28383928571428,99.90352703565253,24.93
Fragrances,SKU-000881,25.37,0,225,5708.25,281,6.51,474,5.6,DHL,14.94,Supplier E,Chicago,375,65.61,9.58,Rail,Route D,101.35,Fail,5642.64,0.031452631578947364,-193,25.25774336283186,98.8506109578242,12.11
Accessories,SKU-000882,86.57,1,447,38696.79,707,21.35,251,4.89,USPS,83.15,Supplier D,Houston,3461,17.42,2.17,Road,Route E,158.23,Fail,38679.37,0.3299603174603175,456,86.37676339285714,99.95498334616386,26.240000000000002
Cosmetics,SKU-000883,42.97,0,197,8465.09,484,17.14,308,3.58,FedEx,24.95,Supplier F,New York,1501,18.65,0.49,Road,Route E,188.0,Pass,8446.44,0.08074433656957929,176,42.7529797979798,99.77968338198413,20.72
Cosmetics,SKU-000884,142.04,0,66,9374.64,433,11.4,232,7.97,USPS,42.44,Supplier A,Atlanta,4833,43.76,2.92,Road,Route B,482.71,Fail,9330.88,0.1821459227467811,201,139.92,99.53320874188235,19.37
Skincare,SKU-000885,75.76,0,56,4242.56,609,27.43,277,4.86,FedEx,35.08,Supplier F,Houston,1875,96.42,7.86,Road,Route E,310.31,Pass,4146.14,0.12618705035971223,332,74.43087719298246,97.72731558304419,32.29
Haircare,SKU-000886,195.37,1,168,32822.16,243,1.61,549,11.23,DHL,43.01,Supplier F,Seattle,3481,81.84,7.52,Air,Route E,494.42,Pass,32740.320000000003,0.07819999999999999,-306,194.21396449704145,99.75065626393875,12.84
Haircare,SKU-000887,131.78,0,498,65626.44,785,10.16,248,2.07,FedEx,19.3,Supplier H,Chicago,4150,15.0,2.09,Rail,Route B,217.61,Fail,65611.44,0.07751004016064257,537,131.5159118236473,99.97714335868288,12.23
Accessories,SKU-000888,166.27,1,183,30427.41,697,2.65,245,10.3,Amazon Logistics,52.84,Supplier H,Seattle,3560,145.42,1.97,Sea,Route D,255.93,Fail,30281.99,0.2147967479674797,452,165.36635869565217,99.52207565481255,12.950000000000001
Haircare,SKU-000889,35.18,0,251,8830.18,583,23.23,454,4.33,USPS,81.16,Supplier F,Dallas,1980,133.64,6.43,Road,Route B,196.06,Pass,8696.54,0.17837362637362636,129,35.040396825396826,98.4865540679805,27.560000000000002
Fragrances,SKU-000890,173.78,1,291,50569.98,567,21.36,421,7.85,Amazon Logistics,46.95,Supplier A,Dallas,3935,42.59,4.58,Sea,Route A,132.3,Pass,50527.39000000001,0.11125592417061612,146,173.18486301369865,99.91578007347442,29.21
Haircare,SKU-000891,185.32,1,250,46330.0,765,10.61,107,5.01,DHL,51.61,Supplier H,San Francisco,4378,22.74,7.92,Sea,Route B,114.42,Pass,46307.26,0.4778703703703704,658,184.5816733067729,99.95091733218217,15.62
